,compounds,mzs,shortRT,mz,ratios,gro,int,longRT,estC,SS,phenolics,acid,NN,aliph,CO,bs,ord,,,,,,,,,,,,
37.1997,,1408.929,22.48653527,c(1408.92860000351,1409.890965, 1410.87051277256),c(1,0.591234572, 0.31630238775764),37,c(2474.71540295629,1455.181836, 784.07577793193),46.31285935,52,1,2,0,0,0,1,0,1997,,,,,,
37.1998,,1408.953,22.48630928,c(1408.95285762739, 1409.95457713904),c(1, 0.375067920823632),37,c(2000.11910265568, 688.422881461645),46.31044849,33,0,0,0,1,0,1,1,1998,,,,,,,,,
37.2015,,1435.955,22.48308176,c(1435.95454840613, 1436.97318350627),c(1, 0.718708953339445),37,c(840.901549164975, 566.263759764515),46.27603995,63,0,5,0,0,0,0,0,2015,,,,,,,,,
49.55,,184.111,20.2483548,c(184.110785212647, 185.112704984661),c(1, 0.123643465112545),49,c(30021.103400948, 3709.61231682757),30.59015269,11,0,1,0,0,0,0,0,17,,,,,,,,,
49.72,,196.147,20.25328067,c(196.14713207495, 197.150247044075),c(1, 0.132387308407767),49,c(141852.40223114, 18786.0594839586),30.61039755,11,0,0,0,0,0,0,0,39,,,,,,,,,
49.124,,240.136,20.25290397,c(240.135961344567, 241.140624388171),c(1, 0.151607090134972),49,c(773497.24113012, 117268.157535873),30.60884762,13,0,1,0,0,0,0,0,102,,,,,,,,,
49.215,,308.12,20.24921678,c(308.11993277234, 309.120335027721),c(1, 0.265803589219654),49,c(14958.0444571711, 3963.43343348393),30.59369179,23,0,2,0,0,0,1,0,197,,,,,,,,,
49.288,,344.118,20.24659726,c(344.11826357332, 345.120884698584),c(1, 0.222687962873209),49,c(53529.6037078036, 11916.7295864862),30.58294124,19,0,2,0,0,0,0,0,270,,,,,,,,,
49.405,,392.169,20.25373168,c(392.168626114044,393.1734567,394.1841193, 395.185022643136),c(1,0.227505695,0.672767625, 0.46486338812901),49,c(48606.3891910537,11062.47734,32707.88328, 22596.8660298755),30.61225359,20,0,2,0,0,0,0,1,390,,,
49.416,,400.174,20.25307804,c(400.173739371404, 401.180684473372),c(1, 0.388162999243305),49,c(35141.2822468131, 13640.5455141785),30.60956379,34,0,22,1,1,0,0,1,402,,,,,,,,,
49.528,,446.085,20.23397136,c(446.085395203968, 447.100336028853),c(1, 0.294080104611784),49,c(47750.1420362826, 14042.3667652575),30.53131851,26,0,3,0,0,0,0,0,514,,,,,,,,,
49.662,,502.249,20.26038117,c(502.248968549756,503.2469587,504.2363305, 505.234105728473),c(1,0.405633471,0.805361993, 0.315009876412884),49,c(18864.1669655386,7653.463229,15196.07027, 5943.82631181719),30.63966643,35,0,4,0,0,0,1,0,653,,,
49.706,,520.153,20.23823393,c(520.152952506073, 521.167586430414),c(1, 0.313085811324175),49,c(17957.6168497158, 5613.5828204756),30.5487107,27,0,3,0,0,0,0,1,701,,,,,,,,,
49.97,,638.185,20.27864649,c(638.184861506708, 639.201857249567),c(1, 0.288410731427477),49,c(23999.5771134442, 6918.88025480241),30.71542872,25,0,1,0,0,0,0,1,968,,,,,,,,,
49.1107,,694.273,20.23421242,c(694.272677534859, 695.250814336608),c(1, 0.398071097327992),49,c(19230.5807057194, 7656.60453789364),30.5323011,35,0,3,0,0,0,0,1,1107,,,,,,,,,
49.1154,,714.191,20.28047936,c(714.190890195251, 715.186305952898),c(1, 0.551079099190957),49,c(10534.4316429237, 5810.14063384849),30.72306883,48,0,7,0,0,0,0,0,1154,,,,,,,,,
49.1182,,728.198,20.24689452,c(728.197560430739,729.2009755, 730.209887127064),c(1,0.410477241, 0.214351564738557),49,c(52364.5632609651,21495.97728, 11224.1575813237),30.58416049,36,0,3,0,0,0,0,1,1182,,,,,,
49.1203,,740.209,20.22363948,c(740.208508010964, 741.213211477256),c(1, 0.375732783537064),49,c(54002.1569324278, 20288.8587283019),30.48931387,33,0,2,0,0,0,0,1,1203,,,,,,,,,
49.1314,,802.197,20.23141189,c(802.197393536782, 803.198564603609),c(1, 0.422534867081361),49,c(29511.5274849593, 12472.5064036786),30.52089291,37,0,3,0,0,0,0,1,1314,,,,,,,,,
49.1365,,828.19,20.27457213,c(828.190184039918, 829.195546798614),c(1, 0.518273887386417),49,c(13363.7335228035, 6923.19438850508),30.69846987,45,0,5,0,0,0,0,0,1365,,,,,,,,,
49.1412,,858.19,20.26780016,c(858.190480456096,859.1944517,860.2040178, 861.198107876216),c(1,0.474105216,0.272327068, 0.117211948263381),49,c(30120.7845329323,14276.97702,8202.704937, 3532.51788684529),30.67035754,42,0,4,0,0,0,0,1,1412,,,
49.1454,,892.18,20.25340597,c(892.180096934418, 893.182121648356),c(1, 0.57729343613003),49,c(5369.57067078138, 3099.72916281428),30.61091314,51,0,6,0,0,0,0,0,1454,,,,,,,,,
52.345,,368.206,22.22516644,c(368.206070000125, 369.211856320021),c(1, 0.224827384872281),52,c(35897.0659323632, 8070.64345816108),43.65684966,19,0,1,1,0,0,0,1,330,,,,,,,,,
52.629,,488.349,22.23682779,c(488.349192151869,489.3533507, 490.350844395759),c(1,0.325190081, 0.116558006511296),52,c(497126.966570421,161660.7584, 57944.1282064562),43.76983288,28,1,1,1,0,0,0,0,620,,,,,,
52.68,,508.341,22.24090485,c(508.341363474058, 509.344296181733),c(1, 0.316177740785204),52,c(21742.6745140606, 6874.54970648373),43.80945317,28,0,2,1,0,0,0,1,674,,,,,,,,,
52.773,,552.307,22.22641813,c(552.306780640571, 553.302125758062),c(1, 0.410406672417343),52,c(10233.7908535788, 4200.0160504323),43.66895275,36,0,4,0,0,0,0,0,768,,,,,,,,,
52.781,,556.337,22.23457082,c(556.336643238385, 557.3406104291),c(1, 0.340262246874133),52,c(31938.8044606133, 10867.5693682419),43.74792647,30,0,2,1,0,0,0,1,776,,,,,,,,,
52.942,,624.365,22.23180832,c(624.365324618317, 625.373502805261),c(1, 0.355236100188862),52,c(19042.6564949507, 6764.63903050237),43.72113902,31,0,2,1,0,0,0,1,940,,,,,,,,,
52.949,,628.356,22.25398782,c(628.356171519882, 629.364689493424),c(1, 0.357712928214073),52,c(17438.6436779768, 6238.02829413091),43.93700919,31,0,2,1,0,0,0,1,947,,,,,,,,,
52.1352,,822.506,22.21592545,c(822.505764375786,823.5091703, 824.517378121342),c(1,0.462493021, 0.307362629725962),52,c(14679.3703688558,6789.106343, 4511.88987929289),43.56767381,41,0,6,0,0,0,1,0,1352,,,,,,
52.1428,,868.532,22.20085054,c(868.531703604839,869.5401894, 870.529524407502),c(1,0.599732001, 0.47030638875162),52,c(13731.5367497191,8235.242014, 6458.02946077054),43.42287639,53,0,9,0,0,0,0,0,1428,,,,,,
52.1537,,950.568,22.24779524,c(950.568439628916,951.5785092, 952.600578666577),c(1,0.644720466, 1.03703053070061),52,c(4076.07225430155,2621.165895, 4227.01137305236),43.87655352,57,0,9,0,0,0,0,0,1537,,,,,,
52.1567,,976.698,22.24611905,c(976.698282808448, 977.695106069007),c(1, 0.820237109340639),52,c(2507.05729730468, 2066.99651904137),43.86021417,72,0,14,0,0,0,0,0,1567,,,,,,,,,
52.1608,,1012.633,22.24311045,c(1012.6328344506,1013.635047,1014.626259, 1015.65320320652),c(1,0.58632495,0.424828655, 0.242305141500657),52,c(12696.8050796291,7445.200865,5398.61781, 3077.90345313389),43.83091273,51,1,6,0,0,0,1,0,1608,,,
52.1737,,1120.662,22.23966626,c(1120.66177135548, 1121.65801062117),c(1, 0.759531122648822),52,c(2945.12672254546, 2236.915405918),43.79741026,67,0,10,0,0,0,1,0,1737,,,,,,,,,
52.1815,,1196.667,22.20165167,c(1196.66744662978, 1197.66594692364),c(1, 0.69225360857228),52,c(2788.39089466824, 1922.73919992195),43.43055038,61,0,7,0,0,0,1,0,1815,,,,,,,,,
52.1821,,1204.632,22.23405666,c(1204.63243985067, 1205.63607966457),c(1, 0.512564719258563),52,c(2967.10709602614, 1510.57791772406),43.74293855,45,0,3,0,0,0,1,0,1821,,,,,,,,,
52.2009,,1426.866,22.22405237,c(1426.86566222928, 1427.87607913652),c(1, 0.766016700573179),52,c(1227.16235507703, 940.217191286967),43.64608204,67,0,6,0,0,0,1,0,2009,,,,,,,,,
60.256,,330.144,20.36953687,c(330.144429342049, 331.146075889176),c(1, 0.220268500839326),60,c(69663.1834548691, 15344.604983299),31.10265376,19,0,2,0,0,0,0,0,238,,,,,,,,,
60.318,,356.124,20.33845136,c(356.124344312934, 357.126578111408),c(1, 0.216956759965944),60,c(47114.7668665312, 10221.8671659134),30.96828554,19,0,2,0,0,0,0,0,301,,,,,,,,,
60.354,,374.137,20.34978136,c(374.13686608435, 375.140790841222),c(1, 0.224243042697867),60,c(232134.114818593, 52054.4602208974),31.01702523,19,0,2,0,0,0,0,1,339,,,,,,,,,
60.495,,432.199,20.34579518,c(432.199385068838, 433.20305989037),c(1, 0.283447657173721),60,c(24729.1127404581, 7009.40907026766),30.99984676,25,0,3,0,0,0,0,0,481,,,,,,,,,
60.533,,448.117,20.33272744,c(448.116720400261, 449.135359771929),c(1, 0.238406276722724),60,c(56828.588290302, 13548.2921456995),30.94376413,21,0,2,0,0,0,0,1,519,,,,,,,,,
60.568,kaempferol 3-O-glucuronide,462.089,20.3485328,c(462.08851932679, 463.091552536116),c(1, 0.250576308287504),60,c(43268.2379896206, 10841.9953415443),31.01164097,22,0,2,0,0,0,0,1,557,,,,,,,,,
60.6,,476.096,20.34899715,c(476.095818257626,477.1014302, 478.087510951837),c(1,0.255395281, 0.170766819866698),60,c(227155.867231395,58014.53663, 38790.6850611673),31.01364305,22,1,1,0,0,0,0,0,590,,,,,,
60.613,,480.305,20.3396664,c(480.304812580947,481.3049548, 482.287294479657),c(1,0.308826186, 0.193955968277994),60,c(31011.1065009576,9584.589853, 6014.83664661056),30.9734996,27,1,2,0,0,0,0,0,603,,,,,,
60.673,quercetin-3-O-glucose-6''-acetate,506.106,20.35951874,c(506.106194951355,507.1104444, 508.113406552495),c(1,0.260880146, 0.077602659604964),60,c(302552.16533297,78927.41308, 23478.8526990793),31.05912855,23,0,2,0,0,0,0,1,664,,,,,,
60.724,,526.314,20.35472418,c(526.314179453412,527.3175118,528.3214397, 529.32168447588),c(1,0.31576999,0.100099397, 0.0310794119493953),60,c(320723.256307725,101286.6849,32109.88467, 9972.13181221082),31.03837256,28,0,2,0,0,0,0,1,719,,,
60.9,,608.174,20.3583719,c(608.173592612298, 609.177121438561),c(1, 0.314782132688395),60,c(98676.4945970982, 31059.3427555383),31.05415938,27,0,2,0,0,0,0,1,897,,,,,,,,,
60.996,,650.253,20.32615666,c(650.253460369134, 651.25214012459),c(1, 0.430619148041163),60,c(17514.8716682988, 7538.50487701271),30.91569885,38,0,4,0,0,0,0,0,994,,,,,,,,,
60.1032,,664.249,20.34917415,c(664.24889122162, 665.252562715236),c(1, 0.402755352433961),60,c(22188.4609369415, 8932.26654238233),31.01440632,35,0,3,0,0,0,0,1,1030,,,,,,,,,
60.1221,,748.302,20.33103771,c(748.301510970955, 749.306914033623),c(1, 0.558894399146244),60,c(7052.58261600477, 3951.23415638361),30.93653833,49,0,6,0,0,0,0,0,1221,,,,,,,,,
60.1263,,770.193,20.38165646,c(770.192979495782, 771.199185018216),c(1, 0.42997656119103),60,c(30214.2272339379, 12985.7276587821),31.15559207,38,0,3,0,0,0,0,1,1263,,,,,,,,,
60.1345,,818.232,20.33405293,c(818.231596242868, 819.232846953471),c(1, 0.488040191769711),60,c(9856.42571354462, 4811.59492425665),30.94943651,43,0,4,0,0,0,0,1,1345,,,,,,,,,
60.1393,,844.218,20.36461288,c(844.218092921444,845.2219005, 846.243858226543),c(1,0.522629534, 0.75380192004532),60,c(11280.959325819,5900.866328, 8506.18645540687),31.08123439,46,0,5,0,0,0,0,0,1393,,,,,,
60.1408,,854.444,20.32891572,c(854.444415816179,855.4475717, 856.45148986693),c(1,0.546458359, 0.312382379895208),60,c(10248.1646464611,5596.356848, 3201.60994476632),30.9274725,48,0,5,0,0,0,0,1,1408,,,,,,
60.1479,,908.224,20.32272864,c(908.224295717632, 909.210250593151),c(1, 0.523730941459099),60,c(6612.76710876387, 3463.25733023415),30.90109264,46,0,4,0,0,0,0,1,1479,,,,,,,,,
60.1538,,952.201,20.33222495,c(952.201159203349, 953.189342436251),c(1, 0.462713701564889),60,c(12177.7601227505, 5636.23573422412),30.94161469,41,0,3,0,0,0,0,1,1538,,,,,,,,,
60.1571,,982.21,20.35616861,c(982.209705555391,983.2128452,984.2264228, 985.223515760455),c(1,0.542336411,0.343997357, 0.191334535805884),60,c(16668.8687651748,9048.425654,5743.969993, 3197.44274107982),31.04462053,48,0,4,0,0,0,0,1,1571,,,
60.1596,,1004.194,20.33920322,c(1004.19368469852, 1005.18862197188),c(1, 0.638210429219931),60,c(2434.0486659511, 1555.10172056433),30.97151162,56,0,6,0,0,0,0,0,1596,,,,,,,,,
60.1606,,1012.219,20.36929852,c(1012.21927564715,1013.223927,1014.228693, 1015.23197760321),c(1,0.54605608,0.265385583, 0.132531094562097),60,c(21028.3059012541,11479.36753,5579.102784, 2786.30215989405),31.10161578,48,0,4,0,0,0,0,1,1606,,,
60.1625,,1024.259,20.33987359,c(1024.25901172981, 1025.27674843309),c(1, 0.74705052271834),60,c(4559.53299576202, 3402.87586265734),30.97438898,66,0,9,0,0,0,0,0,1625,,,,,,,,,
60.1678,,1070.282,20.35492177,c(1070.28171859592, 1071.28904658651),c(1, 0.6569830804745),60,c(5839.42064905428, 3848.73166421364),31.03922699,58,0,6,0,0,0,0,1,1678,,,,,,,,,
60.1688,,1078.287,20.35106701,c(1078.2866979591, 1079.30410331177),c(1, 0.813590371977755),60,c(4799.65052986691, 3900.50203902866),31.02257283,72,0,10,0,0,0,0,0,1688,,,,,,,,,
60.1693,,1084.279,20.33763755,c(1084.2790908073,1085.28124, 1086.2862338741),c(1,0.636139197, 0.583000517942166),60,c(8630.21773045136,5494.372765, 5041.86135432051),30.96479499,56,0,6,0,0,0,0,1,1693,,,,,,
60.1732,,1114.292,20.35259006,c(1114.29160883519,1115.292216, 1116.30014871396),c(1,0.650456629, 0.472465154083388),60,c(10703.1535080536,6967.04837, 5064.7069105896),31.02914929,57,0,6,0,0,0,0,1,1732,,,,,,
60.1747,,1128.285,20.34919751,c(1128.2853569616,1129.258385, 1130.31131684994),c(1,0.446350749, 1.19258223143898),60,c(4363.51221303246,1949.889071, 5201.6174583142),31.01450702,39,0,1,0,0,0,0,1,1747,,,,,,
60.1782,,1158.29,20.33085028,c(1158.28952954444, 1159.28824555055),c(1, 0.714581786578162),60,c(3549.89007362604, 2533.54477483354),30.93573721,63,0,7,0,0,0,0,1,1782,,,,,,,,,
60.1791,,1164.325,20.35712227,c(1164.32502836638, 1165.3228302953),c(1, 0.841118638734999),60,c(3770.66481069119, 3179.50731396435),31.048748,74,0,9,0,0,0,0,0,1791,,,,,,,,,
60.1866,,1246.334,20.36346442,c(1246.33373743667, 1247.33692767032),c(1, 0.800163810983591),60,c(3205.74215601185, 2561.84320299526),31.07624591,70,0,8,0,0,0,0,1,1866,,,,,,,,,
60.1895,,1264.327,20.34109521,c(1264.3265983488, 1265.32946213021),c(1, 0.786737042170464),60,c(4337.3082196828, 3410.25864635931),30.97963492,69,0,7,0,0,0,0,1,1895,,,,,,,,,
67.107,sinapic acid,224.069,17.64796659,c(224.069161059489,225.0729497, 226.074731765326),c(1,0.127101591, 0.0229339232416155),67,c(164627.666119847,20923.72723, 3784.16348046045),24.91252485,11,0,1,0,0,0,0,0,85,,,,,,
67.12,,238.049,17.61234255,c(238.048796268108, 239.051320754132),c(1, 0.126480001454116),67,c(31082.4801959029, 3936.81751549696),24.88153859,11,0,1,1,0,0,0,0,98,,,,,,,,,
67.355,,374.137,17.64898909,c(374.136659172277, 375.138428813742),c(1, 0.246199331154536),67,c(19861.7677283175, 4894.09927354519),24.91342524,21,0,2,0,0,0,0,0,340,,,,,,,,,
67.1178,,726.184,17.6477017,c(726.183847351522, 727.185886755917),c(1, 0.388272557223418),67,c(12029.310174543, 4676.6911035545),24.9122917,34,0,3,0,0,0,0,1,1178,,,,,,,,,
67.1338,,814.198,17.65736298,c(814.197529731151,815.2019405, 816.203326892506),c(1,0.50166158, 0.361187236208162),67,c(5889.05634335163,2959.362092, 2127.35206180267),24.92082238,44,0,5,0,0,0,0,0,1338,,,,,,
67.1492,,918.245,17.62858646,c(918.24494503492, 919.250203565902),c(1, 0.513954115115449),67,c(3455.81993216222, 1778.13883744158),24.89557577,45,0,4,0,0,0,0,1,1492,,,,,,,,,
69.227,,317.058,20.79157108,c(317.058146436932, 318.064244820222),c(1, 0.222865891679487),69,c(48209.6091923767, 10744.2775401786),33.13778855,19,0,3,0,0,0,0,0,209,,,,,,,,,
69.443,,410.031,20.81508585,c(410.030552024305,411.0351034,412.0331502, 413.034293269332),c(1,0.202498892,0.091085551, 0.0194811946045252),69,c(221119.009553358,44773.50224,20140.74687, 4307.66245586885),33.26336283,18,1,1,0,0,0,0,0,429,,,
69.49,,432.107,20.8148227,c(432.107113893819, 433.110402649322),c(1, 0.251469463462481),69,c(48336.4563679511, 12155.1427485263),33.26195011,22,0,2,0,0,0,0,0,476,,,,,,,,,
69.537,,448.23,20.82549561,c(448.229843763342, 449.234267607833),c(1, 0.222931037512152),69,c(50982.7943643503, 11365.6472429133),33.31938466,19,0,1,1,0,0,0,1,523,,,,,,,,,
69.622,,486.086,20.80261347,c(486.085920828624,487.09287, 488.090209861112),c(1,0.341212667, 0.450706312045386),69,c(13176.4442411043,4491.248172, 5938.70658977979),33.19658967,30,0,4,0,0,0,0,0,613,,,,,,
69.676,,508.139,20.80544607,c(508.138911812293, 509.142061817575),c(1, 0.347930231450398),69,c(46628.7125337387, 16223.5387440978),33.21172121,30,0,4,0,0,0,0,0,669,,,,,,,,,
69.1208,,741.198,20.81629944,c(741.19836968001, 742.213272558938),c(1, 0.486900195589654),69,c(26452.2405727125, 12879.6011086383),33.26988033,43,0,5,0,0,0,0,0,1208,,,,,,,,,
69.128,,778.277,20.82198671,c(778.276694268312, 779.278869351713),c(1, 0.475758881122809),69,c(18170.545707787, 8643.35259514649),33.3004713,42,0,4,0,0,0,0,1,1280,,,,,,,,,
69.1638,,1038.278,20.80252763,c(1038.27751923876, 1039.29174020202),c(1, 0.557153685193411),69,c(5499.48249882825, 3063.80586003392),33.19613144,49,0,4,0,0,0,0,1,1638,,,,,,,,,
69.1673,,1066.334,20.8002324,c(1066.33445711985, 1067.30949055789),c(1, 0.677767124138568),69,c(4985.19599812457, 3379.87527179766),33.18388532,60,0,7,0,0,0,0,1,1673,,,,,,,,,
69.2045,,1480.409,20.81790155,c(1480.40919235558,1481.402333,1482.401308, 1483.41135740441),c(1,0.763860914,0.513230575, 0.502681011912503),69,c(5298.98872358116,4043.640304,2717.476166, 2663.07815357437),33.27848984,67,1,4,0,0,0,0,0,2045,,,
74.86,,207.091,15.00100408,c(207.090547520297, 208.094575541866),c(1, 0.132908397438142),74,c(40827.7112099745, 5428.68357268087),23.61442043,11,0,1,1,1,0,0,0,57,,,,,,,,,
74.451,,416.165,15.01834923,c(416.164547226289, 417.16838097196),c(1, 0.244776172035247),74,c(14112.5874508644, 3453.33931126004),23.62172194,21,0,2,0,0,0,0,1,437,,,,,,,,,
74.507,,436.168,15.0548335,c(436.168098145933, 437.173073706902),c(1, 0.22744794602227),74,c(23936.796751645, 5446.41281069017),23.6369459,20,0,1,0,0,0,0,1,493,,,,,,,,,
74.57,,462.166,15.02363839,c(462.165862985326, 463.169214300865),c(1, 0.248429798626989),74,c(19493.5218607974, 4843.13097175308),23.62394015,22,0,2,0,0,0,0,1,559,,,,,,,,,
74.872,,594.158,15.02193693,c(594.158426241016,595.1627166,596.1657637,597.167644, 598.197911379684),c(1,0.299436133,0.080070484,0.020185219, 0.0108362619111088),74,c(430482.097760084,128900.5864,34472.20858,8689.070249, 4666.065495663),23.62322699,26,0,2,0,0,0,0,1,868
74.1023,,662.145,15.02850018,c(662.145430727553,663.1453574, 664.140582166723),c(1,0.376009118, 0.296319311591489),74,c(10574.4531755998,3969.957064, 3132.57890831703),23.62597574,33,0,3,0,0,0,0,1,1021,,,,,,
74.1235,,756.214,15.03531987,c(756.214398742999, 757.216024130984),c(1, 0.442043909774752),74,c(8494.48897153737, 3758.18179348741),23.62882568,39,0,4,0,0,0,0,1,1235,,,,,,,,,
74.1526,,946.262,15.0255771,c(946.26222360243, 947.268870821049),c(1, 0.455452182044392),74,c(6179.56087608368, 2822.97141946935),23.62475225,40,0,3,0,0,0,0,1,1526,,,,,,,,,
76.6,,117.057,16.81541597,c(117.057370169036, 118.061201821354),c(1, 0.0993065026248676),76,c(16499.2851568938, 1640.86911326864),24.34812538,8,0,1,0,1,0,1,0,1040,,,,,,,,,
76.1047,,668.138,16.79398523,c(668.138157673905, 669.151829019941),c(1, 0.407542778189864),76,c(4902.56764904661, 2003.20590028711),24.3371096,36,0,4,0,0,0,0,0,1046,,,,,,,,,
77.208,,300.194,21.04053971,c(300.193763795368, 301.19638718021),c(1, 0.188339900141767),77,c(39550.8358463657, 7421.78718370646),34.53748874,16,0,1,1,0,0,0,0,190,,,,,,,,,
77.469,,422.212,21.03935161,c(422.211863110929, 423.218135834359),c(1, 0.272579148260398),77,c(18551.1054848477, 5023.02222772287),34.53043248,24,0,2,0,0,0,0,0,455,,,,,,,,,
77.765,,548.164,21.03734904,c(548.164487789509, 549.176869178305),c(1, 0.428825316233033),77,c(18619.5796599887, 7984.54713582081),34.51854745,38,0,5,0,0,0,0,0,760,,,,,,,,,
77.842,,580.303,21.02851741,c(580.302813661605, 581.315041164653),c(1, 0.364583345461804),77,c(22501.4199496097, 8159.80810943891),34.46625809,32,0,3,0,0,0,0,1,838,,,,,,,,,
77.1185,,728.397,21.02696181,c(728.396900657586, 729.392035731625),c(1, 0.504050519366082),77,c(11436.0078810644, 5764.32571192513),34.45706903,44,0,5,0,0,0,0,1,1185,,,,,,,,,
77.1212,,744.188,21.01044134,c(744.188197432061, 745.192341816779),c(1, 0.502645070247343),77,c(12261.1280457053, 6242.29450470315),34.35987113,44,0,5,0,0,0,0,0,1212,,,,,,,,,
77.1251,,764.294,21.0175428,c(764.294096389641,765.2927825, 766.277527791723),c(1,0.492806895, 0.415864180725583),77,c(18255.7168557864,9057.272095, 7591.89873378981),34.40156519,43,0,4,0,0,0,0,1,1251,,,,,,
77.1309,,800.36,21.05037425,c(800.360396039682,801.3612701, 802.338241621931),c(1,0.5280633, 0.443013444658633),77,c(13850.0330686858,7324.793186, 6141.48334077502),34.59603943,46,0,5,0,0,0,0,1,1309,,,,,,
77.1494,,918.283,21.04755498,c(918.282852663614, 919.277732108996),c(1, 0.584536645281113),77,c(8907.48856701631, 5212.69931746764),34.57922865,51,0,5,0,0,0,0,1,1494,,,,,,,,,
77.1972,,1368.624,21.03319772,c(1368.62377202347,1369.628498, 1370.64481140351),c(1,0.603792693, 0.35631362054017),77,c(5233.9405635834,3176.533336, 1884.57304295767),34.4939433,53,0,4,0,0,0,1,0,1972,,,,,,
81.104,,222.161,22.33504739,c(222.160870645727, 223.164174216505),c(1, 0.145620690337811),81,c(24990.3441808393, 3639.11117139333),44.74163088,12,0,0,1,0,0,0,0,81,,,,,,,,,
81.641,,492.282,22.34473124,c(492.281735936632, 493.282831211328),c(1, 0.383198377485847),81,c(11297.1130500489, 4329.03539105293),44.83941869,33,0,3,0,0,0,1,0,632,,,,,,,,,
81.777,,554.416,22.3389402,c(554.416199764011, 555.419938134371),c(1, 0.383830946536566),81,c(31436.5874620306, 12066.3351214307),44.7808976,34,0,3,1,0,0,0,0,772,,,,,,,,,
81.91,,610.282,22.32740378,c(610.282473526814, 611.283504719131),c(1, 0.46093056328793),81,c(13481.4111625816, 6213.99444108492),44.66469776,40,0,4,0,0,0,0,0,908,,,,,,,,,
81.101,,656.409,22.33947727,c(656.4091061172, 657.418291463533),c(1, 0.597463190334439),81,c(8885.53210377676, 5308.77835854154),44.78631961,52,0,0,0,0,0,1,0,1008,,,,,,,,,
81.1035,,664.534,22.33287945,c(664.533667705308, 665.535585898855),c(1, 0.471891199492545),81,c(4252.5624482435, 2005.4110973249),44.71978791,41,0,8,0,0,0,0,0,1033,,,,,,,,,
81.1085,,682.493,22.30924943,c(682.493130866144,683.4924135, 684.482122753787),c(1,0.466998658, 0.413878648769189),81,c(12750.580239013,5954.503856, 5277.19292034582),44.482863,41,0,3,1,0,0,0,1,1085,,,,,,
81.1162,,716.456,22.34916236,c(716.455520700829, 717.440500478797),c(1, 0.34923634584206),81,c(21809.0604597723, 7616.51658121945),44.88428372,30,0,1,1,0,0,0,1,1162,,,,,,,,,
